EAN,ITEM_NUMBER,DESCRIPTION_1
81456082,63636685,CKFHBSZE
8416285,38441407,HBZBTNSX
8250339,56956148,IAFYICKJ
8777227,53995678,RYFBPDGI
33367277,60487319,FLPAYHHX
13946104,75296993,TZNZACJO
43847461,40697905,STWVSJZT
33277331,43709374,OHXUPGJJ
66353657,84708200,MMVNEYIQ
79238581,9456174,RNAHLNOY
99932459,89151329,HMRGUKMG
23748245,63330308,PUZBDXDR
56228749,16994327,UXAKZQGM
91826525,31906779,QIDWWYLT
79748837,62249717,DJHZQXDH
25469963,24664859,NLRPOOZT
57375126,67724956,QXXGXZRT
73982255,68330958,OYCQYXDN
40345879,25100378,YPYNYIHK
8321552,99945750,JOWBZZCD
3232179,81821156,MBIGNBIE
97548980,90449495,SWPFQXLY
77650834,61689899,WKLNKZDI
21805051,30659385,NEFVRHZB
56127099,62228273,PEOOPDOC
11465839,8818195,TBRXKVMF
1016673,81653858,FWCWUVZW
63493666,82564209,QHYUDXUA
97836415,27951357,YGYPNMXO
59552605,17193036,UCRIUSRX
14842925,54330800,GWXFYKAL
48837130,2955282,VMQRSEZT
26116932,59353460,UWZOHPUA
2467321,20658040,UUPCMOJL
22123370,7930846,QOFFQASQ
48353077,78422566,LDMUJXIP
35490390,82897690,BGSIROIW
1306052,31475379,BOCDQBMX
85671760,92262877,UPYUYJRG
39059100,17030648,GOLDIWKT
71111147,12564415,ECYXRFXA
10946669,17140564,FSWKLOPJ
81357910,92270411,VFXGIFVR
34942113,55005116,KEFZMXGN
4967989,11739267,BIRKENJL
63334196,69755730,BWCWGYGI
88935996,98654143,GWABTSGY
25882303,96848920,GXCUEXBY
37195337,41471421,JJDLOPKF
80367119,36243166,LTOEGXSS
74968099,96603874,NKRYQKRH
54147104,16388026,ZTGGEMJO
22582871,28221991,WMZFXLTJ
51121567,71225713,XCQNUBZV
45425778,95418167,BJEFXCER
22830407,37087145,EKFMPYNI
63794615,31992036,LYGKWGBZ
79797759,75725917,JTLLGBGF
16542082,97782768,VJJDKWPZ
52026166,11957531,MMIIYJWW
88071833,99378936,QPUYIWXW
45945992,36210973,XHSCXXYW
40070772,85233505,JQKPFAJM
80385177,77290381,TAGTRWYC
88212031,89648780,FVSAFNGG
56986705,4242356,MMJXLSFX
70949530,13779781,UKVFIPDR
45723904,42023729,ZCAWGGQV
69413988,77731696,QKDJKXYL
98506901,56094547,VTKWLNDF
75116018,34464622,FZSXQXOA
43293663,58316402,QQIRGFLX
69071028,56572738,MFQXBEMO
14826867,62108463,GOERDHFU
28101128,69983363,TGVEIMLN
49836279,61800153,OMLBPBPK
48300497,82634815,ICFQSSLE
6052680,4339725,ADESPSNH
97088734,76347147,RVCFGFKD
68355709,87187006,PDACSDGC
46005105,48787971,BSYRKLNF
18213096,40603745,PFCCSGHE
91889692,52826765,YBQMKZRB
26377835,15338792,ASIVDRFN
98013767,62825174,UOZLZOVP
95648843,40733115,CXHQXRLU
54070188,10333774,FCSETUYJ
88716471,35869904,UADFOARL
34160618,4668778,CTPSEKPY
5288690,36177694,EXUBHRAL
81887874,99262235,GGPWXMJO
42465766,22135581,DUNCCTCG
34904044,27433393,AIVVOENV
82463524,66711586,UKMTTKRP
17159444,62430202,BUHMGRRL
40950450,29870485,ELIAIOEH
37466897,78428340,TPXGOGYF
57027412,26418127,JRQQCKNW
29380228,20802146,RQQLGSRF
30079812,62358631,AKRGCDCC
65536503,89883714,AICQMECM
8251489,41621405,MSIQUVOE
38749003,32207957,AVZOFHCT
39499749,76347995,UOIMMZIX
49606923,66596231,ICEBWCSZ
58937481,53779169,KJEGSTZT
22219688,18398716,WISLZWQW
80819741,76605563,LFIIDJYE
2664566,70556755,KLJBLFKO
66592027,78786521,EQGRORJY
33453209,15531450,XCSHJUSU
86561901,5801984,APUMBPMO
96908437,45200402,VNCLREUK
90196918,24684527,GECKJWDU
74454337,63430768,CEICCMIA
62479338,81515885,WESEPYQI
56580836,92127203,WHRWZJYG
59743783,40619214,SFIBXAGK
40129386,57208499,ZEAMCLKZ
91964599,36686436,VORJLARN
98675047,76959094,AKLASLIT
86117717,7429818,GLBQIZWR
98905130,58791878,RLGDZVOC
71930250,43453698,VKXRYLBO
95349312,83931942,EBUBVJYS
44931638,93329406,ONNMDOLP
26442670,49487584,PEWVHRSA
24712811,25453867,UCYVOYDW
18181177,44407862,EVBFHJXW
41180361,51232977,AMEFOVIZ
76668721,75368864,HWQHCYLL
54616852,24100408,QTVGAHHH
90052415,61742043,XDEFPOIO
90207029,81905362,SEIJBUSV
54785807,16529245,IAQYNXBM
79826049,33071351,MYRPJJRU
34717482,44499158,LYFMNYIO
92773548,72840517,VZFEDAOL
32671368,47106397,LJCOSTOJ
38328410,40285891,RIUHVIOV
16718135,72156768,VYDBDSOJ
3855506,6340526,MGEGIDCU
8842075,23381003,JICUSTLP
37568196,96171749,JPKPAMPA
14813008,59988290,TCUCLEFQ
15638048,74192331,XDBAXCYW
61334501,38991322,MYVRTYCL
64900792,70892661,IUGRPRII
8706935,9279936,YLKFUUZD
11389291,61842362,JJVWYTLA
66648786,93936131,JKJNVKGW
98775466,58652904,YCRYSZAW
11323919,49993777,BHCNVWEM
98435408,96769520,IPSLGIZO
79892010,69617898,WPHUEYSZ
82621416,85175342,EOYGAEKY
37875560,93141542,RBQOADNQ
43099893,61838139,YIRPSJMP
42542156,37007405,YUYRUUHI
58352801,54636025,EAIJLRYT
72275269,22101676,QQBGTYRJ
74448522,19620267,YSEPHCEW
11335995,99176198,MJWLNNPF
49708281,17761393,UITYCRSL
31199207,35134162,WHNVYCXI
75089986,26201597,YCYFMHZM
16613370,58830052,DBEVHUSY
40093950,25863324,ROVHJMQS
27514782,73518263,UDXKRZWS
46399213,88989627,TUZSAYMT
8868682,18740568,ZBRZFZEV
11478581,15794612,CBBYOYBW
59954576,82310959,ZBCYHBMR
44158924,75061365,SPEKKYJF
20994268,22743820,RAMWCBJJ
25246610,35515702,JAJFFQHD
9104002,57326393,XWHQVPTR
26764841,14237396,LPDPPWKR
89219031,66456595,XTMBONGC
51338409,42931033,IXRQJVRE
17896729,83210352,TRVWDDEN
45202204,17228520,VWADQNCF
29313016,96557620,WDKCZIFZ
51320099,73157978,FQEJFEDQ
58430682,6052589,QWMCGWBN
8427721,9221080,ENGBIBAC
28988012,7415002,TSCPHRIR
90523699,28630412,QNYDUKWH
35709665,91922317,WGEJRWCQ
39995187,52117139,OYROZCWK
11026117,5105523,QJPOAWOH
38652844,46546003,HCRVBXPC
45805991,30114422,NZRLAKDU
81484541,10210648,MNGIHQDF
59888087,36544609,KTUNURYB
78874285,84723965,BPFWQHZU
25602564,87824193,VXNKKQTV
82357470,90654280,EXPWRZKI
37299103,90492926,GYQWQKAN
94802502,92093489,XPHZPYHE
46206925,23464355,ZMFFASWX
34472916,61364740,QBGCXHWN
5530050,83431809,HYQKGZDS
80972263,77011372,FKVKGHTN
51309900,4014861,BFJSQTXN
55665327,39849107,OWJKAICC
16148286,52514137,JIBKQOWL
74901739,3712901,FDDCGWYK
80353260,87501363,VJYMDDMA
4634021,87740699,MXJTGDZN
9198459,86595651,NWRXQOZY
30807324,64904084,CZLATKOA
72187541,6187213,VMDRKNJU
88202644,44967329,BPESCMQZ
4146378,75458343,JJNVISYP
71774501,86286734,HGLPYGRR
30510967,34727209,RMGODXAK
13693119,23318762,NPHGPXZR
49499690,34704991,MLCICBKP
47856266,79159988,HCFYRMPR
23116584,9383609,NGSTAPEZ
37567433,41890587,IOXFPHYF
35755299,82363672,VQGIOBDS
74721001,29041375,VHJLORHI
85572999,5723769,NHFQBPGN
20443883,33403054,PRTFYZBS
4519022,13470570,NWIMEHZT
99566323,9919442,KANKVTNC
38104675,7215878,UNXBYEYM
7803643,21980255,LDEQNSQC
23342907,89718529,MOKOQVYJ
65527708,67777414,VULCEEFJ
17795101,33142305,JYMVLZZY
65000554,42834919,VSORIDRN
38919972,44003133,MPYRTNBE
48623104,10500004,LTDFLBWV
46160859,47351833,AJYWKFRH
85668477,53206224,MFRSFLYE
32491043,86877408,DMIXCVCD
52306296,12630099,PAQFKWOC
91332058,5998247,ZNJOHDKR
21693214,86717987,NZQDIFZR
10450216,36084659,VSQRKKIL
37240851,29209351,PYWSTFYF
27852389,29031767,VMOTBYMW
80162930,33467818,UIYOOJID
55441671,93534438,LTVKSBWE
5885575,54024189,DMMBBQUI
61595659,99691160,CFUMGXZS
56731377,11190102,VRIBZAPR
77032468,93036922,FXCADLOR
70625838,91049115,ICUNECWU
45786221,84377359,NGIIIBUL
48266112,12794457,OPZGEHLP
26641496,27672871,VZOUTCRI
15550571,25795172,BXHJBQRM
84970487,51819501,COIZLUJO
59647366,55724155,NNFFBCWP
8983003,77353633,BHKHTZXR
87409921,96642784,CXOOMUJC
59585801,36750433,QMUCTUXI
85046119,29001712,WGOWZKXK
70996793,91121646,WUVNFICW
26568823,43380738,ZANZIBFJ
5085157,47002930,MBIBVPXU
28275776,23795445,VMXJLPIF
47810354,62856472,LUXVXYDK
78188702,7037427,MWEDXTUE
79322064,70075101,ODFXTUJC
13025432,41506841,QIQOKAPV
86177493,98396097,TWVECVHX
30600455,61469955,LDINNSCP
72631461,86165298,MGFFCGCM
22037211,97213814,RVLPXQCS
26617278,60598031,WOXRFGBH
89726324,30691124,VYUWTIUS
39707626,92795584,CZBKEJBH
82488732,7470057,YDVSDQOI
1918307,51247159,AVAQXUWX
33896575,61808722,GJFQHIYI
36950586,13995517,YLJKWZVP
44166516,80972518,WVABARXJ
79869741,30256797,ZRJNRKKO
92182393,21032171,BSLTGLAM
27921939,92279489,IOMPHLOK
39062872,25655770,DULUHVKP
97477109,43167521,DFOOBQDR
60009789,35644836,DVIWBDBR
8979519,57238252,NELHQPXY
99512127,28838455,ECXZBBCY
92435714,33209781,HPPRQGIC
25260519,68723181,CQTYZSSD
24646838,5011180,BVJNJCQK
45357068,31150695,LPVMSBFO
1539875,42138213,QQGTCEQZ
9927817,38252251,ZVFSDXCD
40478874,6203148,BDMRJGVL
78114933,3219262,QSRPDBIM
81238970,50759925,YEBSEOPX
79777103,39105407,CIXYPZKE
9209016,64501037,NDHBBPXL
94553154,69886283,NDGRBWES
70154496,59638189,JEHENGUR
57456901,23129534,RPMIYOPK
98504543,95585094,CIUPZFQA
10752716,54899508,YFHFUWFN
15222826,30603506,FMBCUQEP
74194572,41342899,COSUZACD
85818255,2698141,CIUIUKNN
92622968,39505421,HNMQDNDC
92641052,95105892,HFGTUPNG
36024435,23532895,GQBJGOVL
10552306,45336488,BCMJEGCN
6420506,19621914,QXMCDYWC
1383648,16813755,OLZAOBFF
92602362,84056871,PDSIDNNZ
14823322,27330507,XZRGQHMK
21799579,94950161,ZFXKJEAI
50557326,86175674,NOBBHXGY
43647604,55660352,GMMJVUAE
69859174,53716307,CMXTMEZJ
79970932,60273151,DXBGNWTB
93724787,49464959,ZZZRDQXH
47303042,65581022,BNGGVNJR
55862797,65673420,ZSSPDCVK
85075076,49841271,WQHCSXDV
53707091,47485908,SOXFMOWD
90674175,36323489,EXVOXXWX
24961201,92734551,LHNKDRXI
35436096,60614374,KJDJRXVU
77962073,38809841,BUUFCMCI
6942243,4491774,WYMXFXAB
4630504,3646432,MDWJOEFE
40996249,64261234,OPJUCRWC
43425375,13334705,SZTKFELS
75034214,33538697,PNIMYFSX
90531452,7089230,KFRBRTWB
71772176,39814863,ZUSAVXQZ
85902527,6328304,BPKSBXAL
48870799,97494865,YUSHVBYV
83939649,97704642,JASMEDZW
85462232,1249821,DMDTZYBB
68998754,72782974,JGUUWDIC
3857846,1208964,UJJTDXME
21201045,26132783,QPOLKXSL
91122975,86287747,IVZRPQTR
38131444,2063211,MDQVPAGB
12628040,87853430,YVPEEPZW
45776336,95273630,SYQUJJMM
22308664,19614642,GTEXGYVF
12360794,79961270,NOZPGCJJ
86602952,23147651,ICVJOWYS
71432846,63163640,QVRUAQEP
49436476,48652367,VRRLEAUY
81332465,94709896,BAUVGSJG
30394641,58136763,WEUANDRL
66386022,97299380,WQDAYDYN
63146366,40229490,FHYHKCQQ
27283237,30292450,TYWMIIUK
47031998,17384585,QZYJVTQD
53740125,89550037,URYHDFYW
78737981,64613140,WVCZDTIE
85965412,30956715,VEYUQDXW
94686482,12133081,HNHDDNGO
4741023,32982466,GGDEFMOT
26764639,7787733,WRQAKOMG
32266036,73568269,ECPGJDWD
61550218,74157349,RWSCFYDK
39051982,59106238,JZOPQVRH
93279843,36621907,GBOYQYEI
92467274,85361551,SOHCACDN
46778905,73645731,DFIBVXBJ
48479421,21768989,IODFIENG
36456271,87526793,FDYTZNGZ
76701976,9637937,MLFHXOEL
86061957,76751037,OBTQWKXY
13603640,50263147,MHHOXHOO
70406827,34731006,PLDNNZNM
7975284,30847419,WLYJJKXK
77345918,16182321,LVEOVKOB
7724067,72641408,WQEJYPJO
41222109,20028029,FEAQUKKO
20779484,48872933,WGENFZAC
4419456,7753996,UTSASPFD
62195760,32163444,FVDSTXFL
92344695,3779067,WVIFHXQK
81049979,77593923,XSHGAETH
5318557,3841389,NWCLNOCS
1027572,82012398,SJRIBLQR
77559438,47991767,JXLOKGGR
98645158,44270754,DVJYEPVQ
46006353,19277034,LRSFFCWU
95155816,95488066,GSWYMJCH
81258112,22509700,RAFEAIFL
23652222,80296397,RXYTUDXZ
76773426,50697085,MDENEAXU
22514818,97512200,PQYFQSWS
39255995,35778891,RHTDRXXW
48256993,51611754,KPIIAVSP
94477871,34668976,ELVGQTSZ
36538007,58590788,QZGGDDNJ
67618590,85668661,SAWTRQKP
49070355,63138904,HTJJOTNI
62003280,74524302,OXQGOJMG
24184485,71626350,RYBREPRM
63150217,85104163,VVXITIHI
6676756,38553463,SACBVUPI
90136452,9697256,VMXBNWMV
27434349,8192593,VBLKJGES
70242599,73292480,BOYOQBGL
68431169,68722095,ZHHUDBMJ
82285090,95464768,MQPEHXHB
36245210,20172065,ZCKECFBK
73496091,52775065,EGXZDIBY
58330903,15899259,VFNKCZNJ
54672884,67771835,JNHLRQOB
77749561,61007160,NKPSHWSS
17465821,83086499,WNDQHRSC
3432032,66177223,KROXELDJ
24990912,56435940,QBGQAJIT
49345019,37070551,WJCIRETK
90826463,75012427,YLGYAKCP
87462671,8589252,ZQGAKPTU
24641918,80110644,GIRZSMAX
85367544,70336822,RJZBQSYS
39713088,41092612,DLFXVCDZ
60007545,37392801,DHLDDKAR
48404439,87626850,EMWTWPNA
94232224,57322858,PEGZQGTM
81828772,12842482,QHOZHJUK
93457616,49362951,PGJDWSIT
39881160,80010112,TXAMZLZF
78028326,72467872,XCLKFCWJ
51886463,41719188,STGNVVBW
88384970,30436184,ALWWIBML
94441885,42490821,DKWTLLHN
78913255,29972030,OKENMBHM
19074819,84945356,ZOROHNEY
7663751,61665988,RXYNHYTO
70502553,52735712,EFLDKMJB
20045328,33721695,ZNIJLTZW
88243289,87496577,ABOOXWIR
4187329,65771256,COYLOALC
60395291,95202247,HBCRWEFQ
50987615,62926640,JOGUVFRK
26556245,29452188,DMHMVNHK
45290860,6255276,CVCANXWB
64885461,13336674,UDGGAQEK
14070124,8973198,HZADSROC
41440242,71001445,JEPLOWDB
27673746,2905497,YHGWNOYI
6071169,11686292,AWEONGVW
43080545,66240383,BANCXOHF
89137236,50377594,CQRQEOBJ
2298794,43513892,LCJJXZSX
26947361,68607618,RJONBUJJ
57563029,95087528,YKOQLYNV
37324835,14737319,LHZDHPFO
81371574,49706611,HONRHIBE
1010700,51473231,CPWGDZQW
28481670,36266444,MHVLMRMB
99924383,31508940,EJUNMMRV
94999936,73026282,XIDWPHHJ
63906766,33759704,EYPQTQVF
91358069,6356229,NMMRUYKR
61515479,94428898,YBEMBEOE
28944199,77736286,IYWILKSF
10409894,48407076,AHUJWEGG
54668805,96057990,IOMKKCUT
11669100,45463249,XNDBLEFT
79390046,50939079,LQUZZLWX
4190141,5139355,GZQJKCAQ
12296352,95798386,KDLEKKZY
88425256,84973867,TSDOYWXA
58185543,98921491,XFIRMXUV
54699009,40734872,SJACWZJB
70408940,7157077,XKNQFOBZ
7859887,47585784,SZFJDPNC
64164307,81060605,ZFOQCVJZ
79486041,83666594,PILBFCLQ
87100898,62905694,NWGODMTO
37910856,51119352,MQIZERXW
17192794,61740582,YDTKKBAQ
5177121,78163463,ULUMCTDP
46035960,11413496,KXFLEVLP
91355916,1155553,NSJHAKHQ
13388516,14118188,EKZMGIAF
46862921,28106988,TEKLTOMJ
51415596,85622496,LUXZQOHY
67001548,59278396,QFYLETHF
58445396,51293572,JQSGFUGK
96861559,6389564,PXSRLJMY
7948416,66096850,OWEGVYAK
62843034,52237395,HJDPDZYU
54147850,51245392,RTJQNKCT
95315536,12712982,MVQYNWDF
24116572,96981966,YRLQZZVV
69952311,71886321,NQZLLRDO
69016053,63562666,EVSSFGVS
89687758,27897225,DPQNVGCW
25932633,84996773,TBGMWKMU
34690258,14324229,TTSDZSPB
12788758,21344005,SXLLMHWR
21017467,77499005,QUPRLGSA
51162654,5074588,XYLZCJMF
28846976,24611518,QDIYQFMX
37883415,99547805,UQPPABKX
70192624,66020660,JLYVNPJO
65717367,71918071,SNRQIHEB
52132249,56709416,BADNZRBQ
13683457,15330358,NHPRXIWX
42364305,15030908,BUEDFHXX
71140407,27692573,YRSJFLBN
45161878,4071780,LWQKWODK
16011670,79419323,HJEPJSNV
38899257,54268148,ZVTWOXUH
37549768,65199201,KZJRFPTL
52114157,95503361,HPVRMFTT
46039671,78123664,KQFKFVSX
72163919,96737570,UEGFHFRE
38146079,1095814,ANFQZPKP
16693740,55865593,RPDKBAAL
71529104,60051495,LWBCEWHH
74271336,16233796,NJLZEHYL
8819268,57972091,MVDTRQBD
7612395,24431988,RAKIDUBT
5226432,69661007,NFNDKAQB
38072421,33410568,MLZCSXIO
93850716,41129479,NOSMPPEM
54814901,90914169,QNNVDARF
73036191,40236020,WFCJBNMF
74769462,63642488,QYSOXEOG
89786630,58209757,BZWETAZR
74811868,2583734,XZMHYIDV
97121519,64334248,UMFZRTWD
59358692,29817774,OLHQJHRF
85528026,68047989,ODTWXMFO
54589783,31028591,KZJPRXBY
46889324,21742099,NQSDTXBA
64098314,3429429,IWPKFWOP
27188556,76489118,UYALTFES
31113475,37188562,POKDHSQG
65813003,89361847,QLDVZTYG
74463592,39187368,OSIYNCJE
32133816,97303397,BNBYTZMN
98578482,38136742,DOXULPNV
98632478,19596907,HBZKHVDV
66962964,26560467,MYODPYKI
14583869,51064499,PGKBOEWC
41422781,52067967,OHZCLXZB
81789073,53191903,YCSHOQXV
74248350,49509377,KIAQWOXU
59421427,25583748,UZANTTYR
40422398,20701920,IKFTAJND
55517007,48528265,XEREHBEM
71482891,25778455,HGCFGUKL
22778611,1503463,GNNADNCX
42863594,14684460,BWGTHCOK
37356918,96137982,UNFLOGMC
71307559,76883708,MKLRXXJL
60556060,89884536,IFFXUSZV
89334976,92034578,UDLMRHRH
51051985,5443964,UKIKAETY
19938870,19160409,YJJNUVIB
11780158,86885285,KQIULRHC
19690158,60632296,HUTBQFFW
70441720,91669310,IQMKTFTV
59214464,35592222,OVHSJBRC
60820729,11061345,QPTVYURW
37167737,26315911,UVZBVLNU
52403882,84196728,BGXXDQLO
92953778,74171817,RMQEMEPC
87368262,85872473,KYQAMNSS
42454686,50301548,JRXLQCRB
66755835,73025844,KJFDBGVE
58633115,89253975,VPSNJIPX
58897296,84021104,RSBLEJDC
77536511,32222887,FUAHAASP
43661004,49159432,DQSXQIVO
15194389,12734163,FKRZKEIC
13346120,36125472,BBHBEEDK
18565825,69631888,HEVIPDBH
56356581,79641302,TXQLTELF
49714029,6101452,OQZYEPXF
56687052,56145338,ANWJXBVA
25719834,5235429,XJZCEYFO
53125865,84510981,CECSLVXA
97058383,78307020,VPGYEDQQ
8862997,7698719,IEJUFUYD
37843384,27468390,PVOWSEDI
8395028,29334641,TMYMOPUQ
48854575,86909690,XULKDXEG
37111557,79554577,JEUHUAVT
94991446,41507185,EKMVSAGH
31680984,4024004,QMSXDBSY
44708228,28995552,HFPTONPR
58670920,46504291,OWKIIJJS
20384876,98917579,LGQGCSID
14738764,95877243,GDKIPSLU
69573976,53003432,JKONDGIE
80781476,68460889,TUNTEUQD
47378366,34729834,TVBIIFWJ
55936325,66518661,RYUWHHUQ
35467988,41759235,BVTRWCYM
43675980,36375748,STNAEELP
14840250,9587003,TFOEWUSD
14287687,9334231,DQBGFWHW
50323717,14013767,AGYNMKJG
72352163,98334329,AUKMMSLB
73546079,60454379,CFWURBWD
76042793,53896780,PNEUWXFC
52597540,18112143,RHCQJBQL
11843880,81592652,OFNPXCWM
37303060,73434230,AAICDPMF
33130602,52528892,DEWCIIDA
69089481,82345449,TJHPISCV
61251299,63071013,PYLJEDMU
52027895,62910654,WBWKELLO
94369716,87108737,EOHYEZAQ
94074781,81470202,RTBJSCLI
85722606,30758603,RZXIEUDO
70810247,59984113,KLQWOBNX
8223093,32264017,CUFNSKAO
54527467,89911648,LSVRPKKE
61867450,35716877,WQWZYWNA
67664631,36077081,KUMZGTJR
32395655,92316399,VIICXXDL
91334051,57602249,YTYXVKSR
66308770,17386982,FUZBSBUE
15879010,36616616,BWZZAKCG
91097388,86756820,KAFUSHID
18599139,19841552,LTJDKUDM
51733320,41841915,UUGWGDKT
64536655,52771485,FZYEXWII
51901649,13656774,ODNDBTVA
96217006,54400519,IZSRSTLK
79703150,99144066,OONYHURL
95772948,64689004,WHXCCCLA
44118945,66639400,MBFXHEIH
72306013,59383701,NFTKZVKQ
64683321,28568071,KXHEGSDM
45322507,11864633,VHBMRJLO
10487663,55658436,DBZWOTWQ
6561449,90483957,KBLDXXZF
14011566,75414631,TEEGTFIX
49672949,41189785,GSGEZEZV
33586796,23158687,CLJSQYOL
68209959,65597953,GAHVPUWU
33350608,98236823,WOEYNGYE
24963196,4214060,XWJGSNVN
31996664,47665468,XMLBSPTU
74555918,18182958,MZZZMAQS
6331285,77614844,ARVHEIKH
9054596,81633936,MTFZOUUC
88721653,68355667,NGYFNOJG
48727829,22033328,NBJCDGHC
87656710,8239075,MRTRRMEQ
27119882,5431095,PACJHJVN
27963755,8060214,JIQCGHCN
43789998,95818448,MYYXVTSD
68908305,36270930,OYSIOLIH
36307852,98366873,RWPWTAXX
17092465,76039543,WOSMGKPO
3723619,35104534,AOAJEGHP
27929488,56512673,JQDWCBUN
45578029,36389844,JPJJDRGR
96201191,59537285,PIJUZWQS
57319856,17277516,LOWZNPAO
87105425,12197200,QHHROQAR
18461488,24808595,KPKXBSVU
43049663,8635220,HSIUBQWY
48486578,95043113,ROPZGDIB
90770437,30924221,VBIQLQSS
59652198,47836497,OPZFQCPM
98212673,4964150,TJHNYKHT
61488946,43939591,LUFIRZJV
22218364,52120470,WRNDDRQM
62985477,44539564,AJOOQEFQ
45601098,13423149,RQDDUINC
21848603,6057453,BVWPPAUC
29169074,29271694,VKPXBNGY
68666562,52506857,RRWDXVEU
30617834,49852749,MYCDOBDI
40214426,87627776,ALGARKZV
83590835,7183398,QOHYWMRB
9988004,52619152,WAPGYRAW
36350023,93865029,SWSAZQRP
74662750,61193722,TVJTOBGK
32063279,66674665,PKSEJQNH
85042299,27757592,BVQMHDET
47774879,4240542,XDUDRDQN
87463015,70216210,RIYRQHBV
41093581,30533004,JQUEZAFJ
2423882,18947077,ZPSYDHHF
71205331,89736486,OGFRTELQ
1934410,27434586,BZDJDKHN
77234396,85825897,PIIYRWYS
87937126,18215199,NXBGOVBM
71871198,89323020,LTOIKVCJ
35815553,39592730,FAWDOSEC
59108127,75098599,GROKPSOV
41355094,49284149,WCTESUHN
75811031,46458674,DYQESVDI
72850194,1667094,ANZBAYQG
80796374,74979071,OOBAOMNA
17259381,57944614,ZCWAOYBG
84958432,15269402,LUQDUIUD
76843172,94213920,HOSXJBOB
70709166,76917586,NXBZTOMI
14779772,79763867,OUPESRTZ
71954926,35975058,DTYXMRLB
99246542,13958320,KBCOUZMU
47895214,28882741,LAGLPEZD
79102433,63287398,URTWPLCB
43573035,76216753,VABPYVSP
83066100,64913115,ZIZNQKVQ
88308045,14491086,TKWLYPOS
10609184,46178968,UJLMYAPA
67046418,45730907,DMELHFIB
82745416,54994209,UFHJFGIR
91842066,46640072,HLQJANVG
81347647,62637575,SWKEMYPJ
9623339,65806566,GEHGTUBO
16808268,1266537,LXHAIDIO
16923307,86426497,HEQHIMYX
10301662,44758887,KRATMCFN
96881069,95674605,DCNOMEVJ
65110682,58700764,JGPWFQDY
17484321,84837252,BBEXHKNO
19622630,84319236,PTOZRLYG
18448724,84128981,HCSOWKPF
78338528,33985587,SCQCSAYX
20563466,62832650,VZCVVJZJ
27381791,15734255,HKVIBXDB
2734569,27088781,JVTOXLNT
6909702,90686590,YMDYXMYB
36642518,56824136,KHOCFVKP
56345861,81399123,ZJKYIDGU
87801550,23750986,VOZYRHJS
37767267,61970585,DHYDQBUX
7532520,96418409,AUKUYKNC
75774061,96081381,FQLSBFFR
84987940,66684011,WWHXUYLN
26418546,74462931,IMBQXQGO
82192912,55466337,AKGTPSKN
68523502,44581261,XHFQVSEP
65211517,60689099,GXVDKZIJ
80860946,41688624,DCKTYPMX
90656307,39332178,DDIARQBR
70654544,41024546,TWYDONWY
55160393,88021725,JBCSQLWO
65801832,4894074,KAHFKIDC
51717828,77701219,BEJDSKNQ
48740373,83144103,HTOYENHB
19377901,27710217,BCCIBVIS
78430165,57430253,UGJWDZRR
21378916,19266404,EWKTTGTR
47396058,63698644,AZIPVXZD
66612235,14139183,WOMUAIRN
95732546,58630451,USSSJIXZ
85112394,67944660,ZREQOCKQ
36909937,66143340,OHGHTFQL
61454210,30796958,NPULFJCC
50491144,84868796,WYPJVJQU
28177179,70681654,QKRHSGMB
64828975,45987466,YBGIXOMP
58088668,60223282,MNUZPBZD
23169138,67028915,XLQLRMLC
72525342,34877669,BAKDCHKF
52621235,7077846,KKKGNQLA
92067351,43744391,RQCAEXFW
17897751,20418128,YCFURNZO
19386678,39072876,YEAVKOEC
95240188,34282185,PMKOIHOP
14758784,10611848,VYUOUWOJ
36209482,9803933,XPBMSWDS
63538427,12940383,NTFUEDIC
77687612,50685846,WBKFGSQE
58276001,42035496,AHVAIUVO
64376892,72894983,IVDSTDXT
9795316,2894444,EEBSJREM
54443383,21713714,EOFDWJBN
79667203,95960030,RGKDTACD
41660802,24502586,VRMTIFBQ
31037818,14241331,ZCYKIORK
19545667,95103336,AWVXUOIE
60366901,5555751,EJTNPQBW
91185051,12230616,IKCHZXJD
39965212,14723458,KJBYQGIF
27145751,49247099,EQOYCALJ
9088076,38667168,SOOJHSGI
80931455,58621126,SKWCUANA
72423538,81530230,QZYNRMKP
83302447,51824044,SCMTZHIX
29941427,41591205,CLNVYELR
48992192,25940351,XPKPVSKY
77790983,62387473,JKOVKALA
18416392,73105878,LRJZLRLR
86449789,3730847,EOYILIKG
75505264,5081912,PZEZIUDT
32495409,60413493,VAYUGQKC
41923414,48380028,TRLZXGGY
42229889,43810270,HCNQAMTO
98111552,72266708,ZZHTQNPD
1110559,41125727,PMGBLGUN
82712533,67564808,FHTZHGIQ
45889578,34659330,QCZVWEID
18398099,35944932,QMFTKSGC
94470948,23336983,IUGTBAUK
19008273,9736899,BBGRSLDM
25217895,30894459,UQHUQBAZ
70614658,80619593,HTOFQJMZ
93244497,83946659,HRWRBSYQ
23064834,12097677,LDXXOZUX
61960637,90819873,BLNMFGDM
97604327,69112929,VNOYCOPA
79653004,64189125,HHMVGCLL
81616948,46509643,BRCQFLZR
10784321,24250966,BMKXNUES
1453162,74478782,JFRPPQSU
24104236,78859771,FKUIIGIA
73129657,26608221,UJVJEJRD
50856816,39410825,OPXKHLTP
44659953,40982247,IPPAVJMP
43638787,49115726,AVXHJUHK
